ID,PATH,NAME,PARENT_ID
261,苏教版-初中->七年级下->第7章 平面图形的认识（二）->7.2 探索平行线的性质,7.2 探索平行线的性质,259
262,苏教版-初中->七年级下->第7章 平面图形的认识（二）->7.3 图形的平移,7.3 图形的平移,259
263,苏教版-初中->七年级下->第7章 平面图形的认识（二）->7.4 认识三角形,7.4 认识三角形,259
264,苏教版-初中->七年级下->第7章 平面图形的认识（二）->7.5 多边形的内角和与外角和,7.5 多边形的内角和与外角和,259
265,苏教版-初中->七年级下->第8章 幂的运算,第8章 幂的运算,252
266,苏教版-初中->七年级下->第8章 幂的运算->8.1 同底数幂的乘法,8.1 同底数幂的乘法,265
267,苏教版-初中->七年级下->第8章 幂的运算->8.2 幂的乘方与积的乘方,8.2 幂的乘方与积的乘方,265
268,苏教版-初中->七年级下->第8章 幂的运算->8.3 同底数幂的除法,8.3 同底数幂的除法,265
269,苏教版-初中->七年级下->第9章 整式乘法与因式分解,第9章 整式乘法与因式分解,252
270,苏教版-初中->七年级下->第9章 整式乘法与因式分解->9.1 单项式乘单项式,9.1 单项式乘单项式,269
271,苏教版-初中->七年级下->第9章 整式乘法与因式分解->9.2 单项式乘多项式,9.2 单项式乘多项式,269
272,苏教版-初中->七年级下->第9章 整式乘法与因式分解->9.3 多项式乘多项式,9.3 多项式乘多项式,269
273,苏教版-初中->七年级下->第9章 整式乘法与因式分解->9.4 乘法公式,9.4 乘法公式,269
274,苏教版-初中->七年级下->第9章 整式乘法与因式分解->9.5 多项式的因式分解,9.5 多项式的因式分解,269
275,苏教版-初中->七年级下->第10章 二元一次方程组,第10章 二元一次方程组,252
276,苏教版-初中->七年级下->第10章 二元一次方程组->10.1 二元一次方程,10.1 二元一次方程,275
277,苏教版-初中->七年级下->第10章 二元一次方程组->10.2 二元一次方程组,10.2 二元一次方程组,275
278,苏教版-初中->七年级下->第10章 二元一次方程组->10.3 解二元一次方程组,10.3 解二元一次方程组,275
279,苏教版-初中->七年级下->第10章 二元一次方程组->10.4 三元一次方程组,10.4 三元一次方程组,275
280,苏教版-初中->七年级下->第10章 二元一次方程组->10.5用二元一次方程组解决问题,10.5用二元一次方程组解决问题,275
281,苏教版-初中->七年级下->第11章 一元一次不等式,第11章 一元一次不等式,252
282,苏教版-初中->七年级下->第11章 一元一次不等式->11.1 生活中的不等式,11.1 生活中的不等式,281
283,苏教版-初中->七年级下->第11章 一元一次不等式->11.2 不等式的解集,11.2 不等式的解集,281
284,苏教版-初中->七年级下->第11章 一元一次不等式->11.3 不等式的性质,11.3 不等式的性质,281
285,苏教版-初中->七年级下->第11章 一元一次不等式->11.4 解一元一次不等式,11.4 解一元一次不等式,281
286,苏教版-初中->七年级下->第11章 一元一次不等式->11.5 用一元一次不等式解决问题,11.5 用一元一次不等式解决问题,281
287,苏教版-初中->七年级下->第11章 一元一次不等式->11.6 一元一次不等式组,11.6 一元一次不等式组,281
288,苏教版-初中->七年级下->第12章 证明,第12章 证明,252
289,苏教版-初中->七年级下->第12章 证明->12.1 定义与命题,12.1 定义与命题,288
290,苏教版-初中->七年级下->第12章 证明->12.2 证明,12.2 证明,288
291,苏教版-初中->七年级下->第12章 证明->12.3 互逆命题,12.3 互逆命题,288
292,苏教版-初中->八年级上,八年级上,222
293,苏教版-初中->八年级上->第1章 全等三角形 ,第1章 全等三角形 ,292
294,苏教版-初中->八年级上->第1章 全等三角形 ->1.1 全等图形,1.1 全等图形,293
295,苏教版-初中->八年级上->第1章 全等三角形 ->1.2 全等三角形,1.2 全等三角形,293
296,苏教版-初中->八年级上->第1章 全等三角形 ->1.3 探索三角形全等的条件,1.3 探索三角形全等的条件,293
297,苏教版-初中->八年级上->第2章 轴对称图形,第2章 轴对称图形,292
298,苏教版-初中->八年级上->第2章 轴对称图形->2.1 轴对称与轴对称图形,2.1 轴对称与轴对称图形,297
299,苏教版-初中->八年级上->第2章 轴对称图形->2.2 轴对称的性质,2.2 轴对称的性质,297
300,苏教版-初中->八年级上->第2章 轴对称图形->2.3 设计轴对称图案,2.3 设计轴对称图案,297
301,苏教版-初中->八年级上->第2章 轴对称图形->2.4 线段、角的轴对称性,2.4 线段、角的轴对称性,297
302,苏教版-初中->八年级上->第2章 轴对称图形->2.5 等腰三角形的轴对称性,2.5 等腰三角形的轴对称性,297
303,苏教版-初中->八年级上->第3章 勾股定理,第3章 勾股定理,292
304,苏教版-初中->八年级上->第3章 勾股定理->3.1 勾股定理,3.1 勾股定理,303
305,苏教版-初中->八年级上->第3章 勾股定理->3.2 勾股定理的逆定理,3.2 勾股定理的逆定理,303
306,苏教版-初中->八年级上->第3章 勾股定理->3.3 勾股定理的简单应用,3.3 勾股定理的简单应用,303
307,苏教版-初中->八年级上->第4章 实数,第4章 实数,292
308,苏教版-初中->八年级上->第4章 实数->4.1 平方根,4.1 平方根,307
309,苏教版-初中->八年级上->第4章 实数->4.2 立方根,4.2 立方根,307
310,苏教版-初中->八年级上->第4章 实数->4.3 实数,4.3 实数,307
311,苏教版-初中->八年级上->第4章 实数->4.4 近似数,4.4 近似数,307
312,苏教版-初中->八年级上->第5章 平面直角坐标系,第5章 平面直角坐标系,292
313,苏教版-初中->八年级上->第5章 平面直角坐标系->5.1 物体位置的确定,5.1 物体位置的确定,312
314,苏教版-初中->八年级上->第5章 平面直角坐标系->5.2 平面直角坐标系,5.2 平面直角坐标系,312
315,苏教版-初中->八年级上->第6章 一次函数,第6章 一次函数,292
316,苏教版-初中->八年级上->第6章 一次函数->6.1 函数,6.1 函数,315
317,苏教版-初中->八年级上->第6章 一次函数->6.2 一次函数,6.2 一次函数,315
318,苏教版-初中->八年级上->第6章 一次函数->6.3 一次函数的图像,6.3 一次函数的图像,315
319,苏教版-初中->八年级上->第6章 一次函数->6.4 用一次函数解决问题,6.4 用一次函数解决问题,315
320,苏教版-初中->八年级上->第6章 一次函数->6.5 一次函数与二元一次方程,6.5 一次函数与二元一次方程,315
321,苏教版-初中->八年级上->第6章 一次函数->6.6 一次函数、一元一次方程和一元一次不等式,6.6 一次函数、一元一次方程和一元一次不等式,315
322,苏教版-初中->八年级下,八年级下,222
323,苏教版-初中->八年级下->第7章 数据的收集、整理、描述,第7章 数据的收集、整理、描述,322
324,苏教版-初中->八年级下->第7章 数据的收集、整理、描述->7.1 普查与抽样调查,7.1 普查与抽样调查,323
325,苏教版-初中->八年级下->第7章 数据的收集、整理、描述->7.2 统计图的选用,7.2 统计图的选用,323
326,苏教版-初中->八年级下->第7章 数据的收集、整理、描述->7.3 频数和频率,7.3 频数和频率,323
327,苏教版-初中->八年级下->第7章 数据的收集、整理、描述->7.4 频数分布表和频数分布直方图,7.4 频数分布表和频数分布直方图,323
328,苏教版-初中->八年级下->第8章 认识概率,第8章 认识概率,322
329,苏教版-初中->八年级下->第8章 认识概率->8.1 确定事件与随机事件,8.1 确定事件与随机事件,328
330,苏教版-初中->八年级下->第8章 认识概率->8.2 可能性的大小,8.2 可能性的大小,328
331,苏教版-初中->八年级下->第8章 认识概率->8.3 频率与概率,8.3 频率与概率,328
332,苏教版-初中->八年级下->第9章 中心对称图形——平行四边形,第9章 中心对称图形——平行四边形,322
333,苏教版-初中->八年级下->第9章 中心对称图形——平行四边形->9.1 图形的旋转,9.1 图形的旋转,332
334,苏教版-初中->八年级下->第9章 中心对称图形——平行四边形->9.2 中心对称与中心对称图形,9.2 中心对称与中心对称图形,332
335,苏教版-初中->八年级下->第9章 中心对称图形——平行四边形->9.3 平行四边形,9.3 平行四边形,332
336,苏教版-初中->八年级下->第9章 中心对称图形——平行四边形->9.4 矩形、菱形、正方形,9.4 矩形、菱形、正方形,332
337,苏教版-初中->八年级下->第9章 中心对称图形——平行四边形->9.5 三角形的中位线,9.5 三角形的中位线,332
338,苏教版-初中->八年级下->第10章分式,第10章分式,322
339,苏教版-初中->八年级下->第10章分式->10.1 分式,10.1 分式,338
340,苏教版-初中->八年级下->第10章分式->10.2 分式的基本性质,10.2 分式的基本性质,338
341,苏教版-初中->八年级下->第10章分式->10.3 分式的加减,10.3 分式的加减,338
342,苏教版-初中->八年级下->第10章分式->10.4 分式的乘除,10.4 分式的乘除,338
343,苏教版-初中->八年级下->第10章分式->10.5 分式方程,10.5 分式方程,338
344,苏教版-初中->八年级下->第11章反比例函数,第11章反比例函数,322
345,苏教版-初中->八年级下->第11章反比例函数->11.1 反比例函数,11.1 反比例函数,344
346,苏教版-初中->八年级下->第11章反比例函数->11.2 反比例函数的图像与性质,11.2 反比例函数的图像与性质,344
347,苏教版-初中->八年级下->第11章反比例函数->11.3 用反比例函数解决问题,11.3 用反比例函数解决问题,344
348,苏教版-初中->八年级下->第12章二次根式,第12章二次根式,322
349,苏教版-初中->八年级下->第12章二次根式->12.1 二次根式,12.1 二次根式,348
350,苏教版-初中->八年级下->第12章二次根式->12.2 二次根式的乘除,12.2 二次根式的乘除,348
351,苏教版-初中->八年级下->第12章二次根式->12.3 二次根式的加减,12.3 二次根式的加减,348
352,苏教版-初中->九年级上,九年级上,222
353,苏教版-初中->九年级上->第1章 一元二次方程,第1章 一元二次方程,352
354,苏教版-初中->九年级上->第1章 一元二次方程->1.1 一元二次方程,1.1 一元二次方程,353
355,苏教版-初中->九年级上->第1章 一元二次方程->1.2 一元二次方程的解法,1.2 一元二次方程的解法,353
356,苏教版-初中->九年级上->第1章 一元二次方程->1.3 一元二次方程的根与系数的关系,1.3 一元二次方程的根与系数的关系,353
357,苏教版-初中->九年级上->第1章 一元二次方程->1.4 用一元二次方程解决问题,1.4 用一元二次方程解决问题,353
358,苏教版-初中->九年级上->第2章 对称图形—圆,第2章 对称图形—圆,352
359,苏教版-初中->九年级上->第2章 对称图形—圆->2.1 圆,2.1 圆,358
360,苏教版-初中->九年级上->第2章 对称图形—圆->2.2 圆的对称性,2.2 圆的对称性,358
361,苏教版-初中->九年级上->第2章 对称图形—圆->2.3 确定圆的条件,2.3 确定圆的条件,358
362,苏教版-初中->九年级上->第2章 对称图形—圆->2.4 圆周角,2.4 圆周角,358
363,苏教版-初中->九年级上->第2章 对称图形—圆->2.5 直线与圆的位置关系,2.5 直线与圆的位置关系,358
364,苏教版-初中->九年级上->第2章 对称图形—圆->2.6 正多边形与圆,2.6 正多边形与圆,358
365,苏教版-初中->九年级上->第2章 对称图形—圆->2.7 弧长及扇形的面积,2.7 弧长及扇形的面积,358
366,苏教版-初中->九年级上->第2章 对称图形—圆->2.8 圆锥的侧面积,2.8 圆锥的侧面积,358
367,苏教版-初中->九年级上->第3章 数据的集中趋势和离散程度,第3章 数据的集中趋势和离散程度,352
368,苏教版-初中->九年级上->第3章 数据的集中趋势和离散程度->3.1 平均数,3.1 平均数,367
369,苏教版-初中->九年级上->第3章 数据的集中趋势和离散程度->3.2 中位数与众数,3.2 中位数与众数,367
370,苏教版-初中->九年级上->第3章 数据的集中趋势和离散程度->3.3 用计算器求平均数,3.3 用计算器求平均数,367
371,苏教版-初中->九年级上->第3章 数据的集中趋势和离散程度->3.4 方差,3.4 方差,367
372,苏教版-初中->九年级上->第3章 数据的集中趋势和离散程度->3.5 用计算器求方差,3.5 用计算器求方差,367
373,苏教版-初中->九年级上->第4章 等可能条件下的概率,第4章 等可能条件下的概率,352
374,苏教版-初中->九年级上->第4章 等可能条件下的概率->4.1 等可能性,4.1 等可能性,373
375,苏教版-初中->九年级上->第4章 等可能条件下的概率->4.2 等可能条件下的概率（一）,4.2 等可能条件下的概率（一）,373
376,苏教版-初中->九年级上->第4章 等可能条件下的概率->4.3 等可能条件下的概率（二）,4.3 等可能条件下的概率（二）,373
377,苏教版-初中->九年级下,九年级下,222
378,苏教版-初中->九年级下->第5章 二次函数,第5章 二次函数,377
379,苏教版-初中->九年级下->第5章 二次函数->5.1 二次函数,5.1 二次函数,378
380,苏教版-初中->九年级下->第5章 二次函数->5.2 二次函数的图像和性质,5.2 二次函数的图像和性质,378
381,苏教版-初中->九年级下->第5章 二次函数->5.3 用待定系数法确定二次函数表达式,5.3 用待定系数法确定二次函数表达式,378
382,苏教版-初中->九年级下->第5章 二次函数->5.4 二次函数与一元二次方程,5.4 二次函数与一元二次方程,378
383,苏教版-初中->九年级下->第5章 二次函数->5.5 用二次函数解决问题,5.5 用二次函数解决问题,378
384,苏教版-初中->九年级下->第6章 图形的相似,第6章 图形的相似,377
385,苏教版-初中->九年级下->第6章 图形的相似->6.1 图上距离与实际距离,6.1 图上距离与实际距离,384
386,苏教版-初中->九年级下->第6章 图形的相似->6.2 黄金分割,6.2 黄金分割,384
387,苏教版-初中->九年级下->第6章 图形的相似->6.3 相似图形,6.3 相似图形,384
388,苏教版-初中->九年级下->第6章 图形的相似->6.4 探索三角形相似的条件,6.4 探索三角形相似的条件,384
389,苏教版-初中->九年级下->第6章 图形的相似->6.5 相似三角形的性质,6.5 相似三角形的性质,384
390,苏教版-初中->九年级下->第6章 图形的相似->6.6 图形的位似,6.6 图形的位似,384
391,苏教版-初中->九年级下->第6章 图形的相似->6.7 用相似三角形解决问题,6.7 用相似三角形解决问题,384
392,苏教版-初中->九年级下->第7章锐角三角函数,第7章锐角三角函数,377
393,苏教版-初中->九年级下->第7章锐角三角函数->7.1 正切,7.1 正切,392
394,苏教版-初中->九年级下->第7章锐角三角函数->7.2 正弦、余弦,7.2 正弦、余弦,392
395,苏教版-初中->九年级下->第7章锐角三角函数->7.3 特殊角的三角函数,7.3 特殊角的三角函数,392
396,苏教版-初中->九年级下->第8章 统计和概率的简单应用,第8章 统计和概率的简单应用,377
397,苏教版-初中->九年级下->第8章 统计和概率的简单应用->8.1 中学生的视力情况调查,8.1 中学生的视力情况调查,396
398,苏教版-初中->九年级下->第8章 统计和概率的简单应用->8.2 货比三家,8.2 货比三家,396
399,苏教版-初中->九年级下->第8章 统计和概率的简单应用->8.3 统计分析帮你做预测,8.3 统计分析帮你做预测,396
400,苏教版-初中->九年级下->第8章 统计和概率的简单应用->8.4 抽签方法合理吗,8.4 抽签方法合理吗,396
401,苏教版-初中->九年级下->第8章 统计和概率的简单应用->8.5 概率帮你做估计,8.5 概率帮你做估计,396
402,苏教版-初中->九年级下->第8章 统计和概率的简单应用->8.6 收取多少保险费才合理,8.6 收取多少保险费才合理,396
403,沪教版-初中,沪教版-初中,
404,沪教版-初中->六年级上,六年级上,403
405,沪教版-初中->六年级上->第一章 数的整除,第一章 数的整除,404
406,沪教版-初中->六年级上->第一章 数的整除->第1节 整数和整除,第1节 整数和整除,405
407,沪教版-初中->六年级上->第一章 数的整除->第1节 整数和整除->1.1 整数与整除的意义,1.1 整数与整除的意义,406
408,沪教版-初中->六年级上->第一章 数的整除->第1节 整数和整除->1.2 因数与倍数,1.2 因数与倍数,406
409,沪教版-初中->六年级上->第一章 数的整除->第1节 整数和整除->1.3 能被2，5整除的数,1.3 能被2，5整除的数,406
410,沪教版-初中->六年级上->第一章 数的整除->第2节 分解素因数,第2节 分解素因数,405
411,沪教版-初中->六年级上->第一章 数的整除->第2节 分解素因数->1.4 素数、合数与分解素因数,1.4 素数、合数与分解素因数,410
412,沪教版-初中->六年级上->第一章 数的整除->第2节 分解素因数->1.5 公因数与最大公因数,1.5 公因数与最大公因数,410
413,沪教版-初中->六年级上->第一章 数的整除->第2节 分解素因数->1.6 公倍数与最小公倍数,1.6 公倍数与最小公倍数,410
414,沪教版-初中->六年级上->第二章 分数,第二章 分数,404
415,沪教版-初中->六年级上->第二章 分数->第1节 分数的意义和性质,第1节 分数的意义和性质,414
416,沪教版-初中->六年级上->第二章 分数->第1节 分数的意义和性质->2.1 分数与除法,2.1 分数与除法,415
417,沪教版-初中->六年级上->第二章 分数->第1节 分数的意义和性质->2.2 分数的基本性质,2.2 分数的基本性质,415
418,沪教版-初中->六年级上->第二章 分数->第1节 分数的意义和性质->2.3 分数的大小比较,2.3 分数的大小比较,415
419,沪教版-初中->六年级上->第二章 分数->第2节 分数的运算,第2节 分数的运算,414
420,沪教版-初中->六年级上->第二章 分数->第2节 分数的运算->2.4 分数的加减法,2.4 分数的加减法,419
421,沪教版-初中->六年级上->第二章 分数->第2节 分数的运算->2.5 分数的乘法,2.5 分数的乘法,419
422,沪教版-初中->六年级上->第二章 分数->第2节 分数的运算->2.6 分数的除法,2.6 分数的除法,419
423,沪教版-初中->六年级上->第二章 分数->第2节 分数的运算->2.7 分数与小数的互化,2.7 分数与小数的互化,419
424,沪教版-初中->六年级上->第二章 分数->第2节 分数的运算->拓展 无限循环小数与分数的互化,拓展 无限循环小数与分数的互化,419
425,沪教版-初中->六年级上->第二章 分数->第2节 分数的运算->2.8 分数、小数的四则混和运算,2.8 分数、小数的四则混和运算,419
426,沪教版-初中->六年级上->第二章 分数->第2节 分数的运算->2.9 分数运算的应用,2.9 分数运算的应用,419
427,沪教版-初中->六年级上->第三章 比和比例,第三章 比和比例,404
428,沪教版-初中->六年级上->第三章 比和比例->第1节 比和比例,第1节 比和比例,427
429,沪教版-初中->六年级上->第三章 比和比例->第1节 比和比例->3.1 比的意义,3.1 比的意义,428
430,沪教版-初中->六年级上->第三章 比和比例->第1节 比和比例->3.2 比的基本性质,3.2 比的基本性质,428
431,沪教版-初中->六年级上->第三章 比和比例->第1节 比和比例->3.3 比例,3.3 比例,428
432,沪教版-初中->六年级上->第三章 比和比例->第2节 百分比,第2节 百分比,427
433,沪教版-初中->六年级上->第三章 比和比例->第2节 百分比->3.4 百分比的意义,3.4 百分比的意义,432
434,沪教版-初中->六年级上->第三章 比和比例->第2节 百分比->3.5 百分比的应用,3.5 百分比的应用,432
435,沪教版-初中->六年级上->第三章 比和比例->第2节 百分比->3.6 等可能事件,3.6 等可能事件,432
436,沪教版-初中->六年级上->第四章 圆和扇形,第四章 圆和扇形,404
437,沪教版-初中->六年级上->第四章 圆和扇形->第1节 圆的周长和弧长,第1节 圆的周长和弧长,436
438,沪教版-初中->六年级上->第四章 圆和扇形->第1节 圆的周长和弧长->4.1 圆的周长,4.1 圆的周长,437
439,沪教版-初中->六年级上->第四章 圆和扇形->第1节 圆的周长和弧长->4.2 弧长,4.2 弧长,437
440,沪教版-初中->六年级上->第四章 圆和扇形->第2节 圆和扇形的面积,第2节 圆和扇形的面积,436
441,沪教版-初中->六年级上->第四章 圆和扇形->第2节 圆和扇形的面积->4.3 圆的面积,4.3 圆的面积,440
442,沪教版-初中->六年级上->第四章 圆和扇形->第2节 圆和扇形的面积->4.4 扇形的面积,4.4 扇形的面积,440
443,沪教版-初中->六年级下,六年级下,403
444,沪教版-初中->六年级下->第五章 有理数,第五章 有理数,443
445,沪教版-初中->六年级下->第五章 有理数->第一节 有理数,第一节 有理数,444
446,沪教版-初中->六年级下->第五章 有理数->第一节 有理数->5.1 有理数的意义,5.1 有理数的意义,445
447,沪教版-初中->六年级下->第五章 有理数->第一节 有理数->5.2 数轴,5.2 数轴,445
448,沪教版-初中->六年级下->第五章 有理数->第一节 有理数->5.3 绝对值,5.3 绝对值,445
449,沪教版-初中->六年级下->第五章 有理数->第二节 有理数的运算,第二节 有理数的运算,444
450,沪教版-初中->六年级下->第五章 有理数->第二节 有理数的运算->5.4 有理数的加法,5.4 有理数的加法,449
451,沪教版-初中->六年级下->第五章 有理数->第二节 有理数的运算->5.5 有理数的减法,5.5 有理数的减法,449
452,沪教版-初中->六年级下->第五章 有理数->第二节 有理数的运算->5.6 有理数的乘法,5.6 有理数的乘法,449
453,沪教版-初中->六年级下->第五章 有理数->第二节 有理数的运算->5.7 有理数的除法,5.7 有理数的除法,449
454,沪教版-初中->六年级下->第五章 有理数->第二节 有理数的运算->5.8 有理数的乘方,5.8 有理数的乘方,449
455,沪教版-初中->六年级下->第五章 有理数->第二节 有理数的运算->5.9 有理数的混和运算,5.9 有理数的混和运算,449
456,沪教版-初中->六年级下->第五章 有理数->第二节 有理数的运算->5.10 科学记数法,5.10 科学记数法,449
457,沪教版-初中->六年级下->第六章 一次方程（组）和一次不等式（组）,第六章 一次方程（组）和一次不等式（组）,443
458,沪教版-初中->六年级下->第六章 一次方程（组）和一次不等式（组）->第1节 方程与方程的解,第1节 方程与方程的解,457
459,沪教版-初中->六年级下->第六章 一次方程（组）和一次不等式（组）->第1节 方程与方程的解->6.1 列方程,6.1 列方程,458
460,沪教版-初中->六年级下->第六章 一次方程（组）和一次不等式（组）->第1节 方程与方程的解->6.2 方程的解,6.2 方程的解,458
461,沪教版-初中->六年级下->第六章 一次方程（组）和一次不等式（组）->第2节 一元一次方程,第2节 一元一次方程,457
462,沪教版-初中->六年级下->第六章 一次方程（组）和一次不等式（组）->第2节 一元一次方程->6.3 一元一次方程及其解法,6.3 一元一次方程及其解法,461
463,沪教版-初中->六年级下->第六章 一次方程（组）和一次不等式（组）->第2节 一元一次方程->6.4 一元一次方程的应用,6.4 一元一次方程的应用,461
464,沪教版-初中->六年级下->第六章 一次方程（组）和一次不等式（组）->第3节 一元一次不等式（组）,第3节 一元一次不等式（组）,457
465,沪教版-初中->六年级下->第六章 一次方程（组）和一次不等式（组）->第3节 一元一次不等式（组）->6.5 不等式及其性质,6.5 不等式及其性质,464
466,沪教版-初中->六年级下->第六章 一次方程（组）和一次不等式（组）->第3节 一元一次不等式（组）->6.6一元一次不等式的解法,6.6一元一次不等式的解法,464
467,沪教版-初中->六年级下->第六章 一次方程（组）和一次不等式（组）->第3节 一元一次不等式（组）->6.7 一元一次不等式组,6.7 一元一次不等式组,464
468,沪教版-初中->六年级下->第六章 一次方程（组）和一次不等式（组）->第4节 一次方程组,第4节 一次方程组,457
469,沪教版-初中->六年级下->第六章 一次方程（组）和一次不等式（组）->第4节 一次方程组->6.8 二元一次方程,6.8 二元一次方程,468
470,沪教版-初中->六年级下->第六章 一次方程（组）和一次不等式（组）->第4节 一次方程组->6.9 二元一次方程组及其解法,6.9 二元一次方程组及其解法,468
471,沪教版-初中->六年级下->第六章 一次方程（组）和一次不等式（组）->第4节 一次方程组->6.10 三元一次方程组及其解法,6.10 三元一次方程组及其解法,468
472,沪教版-初中->六年级下->第七章 线段与角的画法,第七章 线段与角的画法,443
473,沪教版-初中->六年级下->第七章 线段与角的画法->第1节 线段的相等与和、差、倍,第1节 线段的相等与和、差、倍,472
474,沪教版-初中->六年级下->第七章 线段与角的画法->第1节 线段的相等与和、差、倍->7.1 线段的大小的比较,7.1 线段的大小的比较,473
475,沪教版-初中->六年级下->第七章 线段与角的画法->第1节 线段的相等与和、差、倍->7.2 画线段的和、差、倍,7.2 画线段的和、差、倍,473
476,沪教版-初中->六年级下->第七章 线段与角的画法->第2节 角,第2节 角,472
477,沪教版-初中->六年级下->第七章 线段与角的画法->第2节 角->7.3 角的概念及表示,7.3 角的概念及表示,476
478,沪教版-初中->六年级下->第七章 线段与角的画法->第2节 角->7.4 角的大小的比较、画相等的角,7.4 角的大小的比较、画相等的角,476
479,沪教版-初中->六年级下->第七章 线段与角的画法->第2节 角->7.5 画角的和、差、倍,7.5 画角的和、差、倍,476
480,沪教版-初中->六年级下->第七章 线段与角的画法->第2节 角->7.6 余角、补角,7.6 余角、补角,476
481,沪教版-初中->六年级下->第八章 长方体的再认识,第八章 长方体的再认识,443
482,沪教版-初中->六年级下->第八章 长方体的再认识->第1节 长方体的元素,第1节 长方体的元素,481
483,沪教版-初中->六年级下->第八章 长方体的再认识->第2节 长方体直观图的画法,第2节 长方体直观图的画法,481
484,沪教版-初中->六年级下->第八章 长方体的再认识->第3节 长方体中棱与棱位置关系的认识,第3节 长方体中棱与棱位置关系的认识,481
485,沪教版-初中->六年级下->第八章 长方体的再认识->第4节 长方体中棱与平面位置关系的认识,第4节 长方体中棱与平面位置关系的认识,481
486,沪教版-初中->七年级上,七年级上,403
487,沪教版-初中->七年级上->第九章 整式,第九章 整式,486
488,沪教版-初中->七年级上->第九章 整式->第1节 整式,第1节 整式,487
489,沪教版-初中->七年级上->第九章 整式->第1节 整式->9.1 字母表示数,9.1 字母表示数,488
490,沪教版-初中->七年级上->第九章 整式->第1节 整式->9.2 代数式,9.2 代数式,488
491,沪教版-初中->七年级上->第九章 整式->第1节 整式->9.3 代数式的值,9.3 代数式的值,488
492,沪教版-初中->七年级上->第九章 整式->第1节 整式->9.4 整式,9.4 整式,488
493,沪教版-初中->七年级上->第九章 整式->第2节 整式的加减,第2节 整式的加减,487
494,沪教版-初中->七年级上->第九章 整式->第2节 整式的加减->9.5 合并同类项,9.5 合并同类项,493
495,沪教版-初中->七年级上->第九章 整式->第2节 整式的加减->9.6 整式的加减,9.6 整式的加减,493
496,沪教版-初中->七年级上->第九章 整式->第3节 整式的乘法,第3节 整式的乘法,487
497,沪教版-初中->七年级上->第九章 整式->第3节 整式的乘法->9.7 同底数幂的乘法,9.7 同底数幂的乘法,496
498,沪教版-初中->七年级上->第九章 整式->第3节 整式的乘法->9.8 幂的乘方,9.8 幂的乘方,496
499,沪教版-初中->七年级上->第九章 整式->第3节 整式的乘法->9.9 积的乘方,9.9 积的乘方,496
500,沪教版-初中->七年级上->第九章 整式->第3节 整式的乘法->9.10 整式的乘法,9.10 整式的乘法,496
501,沪教版-初中->七年级上->第九章 整式->第4节 乘法公式,第4节 乘法公式,487
502,沪教版-初中->七年级上->第九章 整式->第4节 乘法公式->9.11 平方差公式 ,9.11 平方差公式 ,501
503,沪教版-初中->七年级上->第九章 整式->第4节 乘法公式->9.12 完全平方公式,9.12 完全平方公式,501
504,沪教版-初中->七年级上->第九章 整式->第5节 因式分解,第5节 因式分解,487
505,沪教版-初中->七年级上->第九章 整式->第5节 因式分解->9.13 提取公因式法,9.13 提取公因式法,504
506,沪教版-初中->七年级上->第九章 整式->第5节 因式分解->9.14 公式法,9.14 公式法,504
507,沪教版-初中->七年级上->第九章 整式->第5节 因式分解->9.15 十字相乘法,9.15 十字相乘法,504
508,沪教版-初中->七年级上->第九章 整式->第5节 因式分解->9.16 分组分解法,9.16 分组分解法,504
509,沪教版-初中->七年级上->第九章 整式->第6节 整式的除法,第6节 整式的除法,487
510,沪教版-初中->七年级上->第九章 整式->第6节 整式的除法->9.17 同底数幂的除法,9.17 同底数幂的除法,509
511,沪教版-初中->七年级上->第九章 整式->第6节 整式的除法->9.18 单项式除以单项式,9.18 单项式除以单项式,509
512,沪教版-初中->七年级上->第九章 整式->第6节 整式的除法->9.19 多项式除以单项式,9.19 多项式除以单项式,509
513,沪教版-初中->七年级上->第十章 分式,第十章 分式,486
514,沪教版-初中->七年级上->第十章 分式->第1节 分式,第1节 分式,513
515,沪教版-初中->七年级上->第十章 分式->第1节 分式->10.1 分式的意义,10.1 分式的意义,514
516,沪教版-初中->七年级上->第十章 分式->第1节 分式->10.2 分式的基本性质,10.2 分式的基本性质,514
517,沪教版-初中->七年级上->第十章 分式->第2节 分式的运算,第2节 分式的运算,513
518,沪教版-初中->七年级上->第十章 分式->第2节 分式的运算->10.3 分式的乘除,10.3 分式的乘除,517
519,沪教版-初中->七年级上->第十章 分式->第2节 分式的运算->10.4 分式的加减,10.4 分式的加减,517
520,沪教版-初中->七年级上->第十章 分式->第2节 分式的运算->10.5 可以化成一元一次方程的分式方程,10.5 可以化成一元一次方程的分式方程,517
521,沪教版-初中->七年级上->第十章 分式->第2节 分式的运算->10.6 整数指数幂及其运算,10.6 整数指数幂及其运算,517
522,沪教版-初中->七年级上->第十一章 图形的运动,第十一章 图形的运动,486
523,沪教版-初中->七年级上->第十一章 图形的运动->第1节 图形的平移,第1节 图形的平移,522
524,沪教版-初中->七年级上->第十一章 图形的运动->第1节 图形的平移->11.1 平移,11.1 平移,523
525,沪教版-初中->七年级上->第十一章 图形的运动->第2节 图形的旋转,第2节 图形的旋转,522
526,沪教版-初中->七年级上->第十一章 图形的运动->第2节 图形的旋转->11.2 旋转,11.2 旋转,525
